ID;Description
18;
19;
21;
24;
26;
31;
32;
33;
37;
39;
44;
45;
46;
47;
55;
65;
66;
67;
84;
85;
86;
87;
118;
120;
121;
122;
123;
125;
126;
127;
131;
141;
142;
146;
147;
149;
161;
162;
163;
164;
165;
171;
174;
180;
185;
193;
198;
199;
206;
209;
225;
246;
247;
251;
252;
254;
261;
294;
297;
298;
300;
313;
317;
318;
320;
321;
322;
329;
331;
332;
333;
334;
337;
338;
339;
340;
343;
350;
352;
353;
354;
355;
356;
359;
360;
361;
369;
370;
371;
378;
382;
393;
394;
398;
399;
403;
413;
415;
421;
423;
426;
430;
431;
436;
439;
446;
447;
448;
449;
450;
451;
455;
456;
457;
460;
462;
464;
465;
467;
469;
470;
471;
474;
477;
483;
486;
494;
506;
507;
508;
509;
512;
522;
523;
525;
529;
530;
536;
573;
575;
576;
578;
579;
583;
584;
612;
615;
616;
617;
618;
619;
623;
640;
642;
643;
644;
645;
651;
655;
657;
662;
664;
665;
666;
710;
711;
712;
713;
719;
720;
727;
728;
729;
745;
747;
749;
755;
756;
757;
758;
759;
760;
765;
767;
769;
770;
771;
772;
774;
785;
786;
789;
790;
791;
794;
